dt_abertura,dt_aprovacao,dt_resolucao,dt_fechamento,cod_problema,id_solicitante,id_departamento,id_diretoria
2022-05-29 00:39:51,2022-05-29 06:39:51,2022-06-10 06:39:51,2022-06-10 12:39:51,45,1025,41,4
2020-05-28 03:20:49,2020-05-29 21:20:49,2020-07-08 21:20:49,2020-07-10 15:20:49,7,996,41,7
2022-03-31 11:12:06,2022-04-01 02:12:06,2022-05-24 02:12:06,2022-05-24 17:12:06,14,348,41,11
2020-03-07 02:26:41,2020-03-08 15:26:41,2020-05-09 15:26:41,2020-05-11 04:26:41,25,1684,48,7
2020-12-22 22:18:58,2020-12-23 11:18:58,2021-03-16 11:18:58,2021-03-17 00:18:58,3,537,55,11
2020-11-24 10:11:57,2020-11-24 18:11:57,2020-12-19 18:11:57,2020-12-20 02:11:57,52,764,49,4
2022-05-30 11:14:41,2022-06-01 05:14:41,2022-08-11 05:14:41,2022-08-12 23:14:41,14,111,45,4
2022-01-08 15:56:09,2022-01-08 16:56:09,2022-03-18 16:56:09,2022-03-18 17:56:09,52,394,49,7
2021-02-25 03:09:23,2021-02-26 15:09:23,2021-03-02 15:09:23,2021-03-04 03:09:23,14,104,55,11
2020-03-13 07:57:22,2020-03-13 20:57:22,2020-06-03 20:57:22,2020-06-04 09:57:22,25,1103,56,6
2020-04-25 11:53:48,2020-04-27 08:53:48,2020-06-08 08:53:48,2020-06-10 05:53:48,52,580,45,2
2021-03-11 13:03:49,2021-03-13 07:03:49,2021-04-04 07:03:49,2021-04-06 01:03:49,45,558,45,7
2022-04-23 13:39:07,2022-04-25 04:39:07,2022-05-06 04:39:07,2022-05-07 19:39:07,3,704,47,2
2022-05-25 09:10:14,2022-05-27 06:10:14,2022-06-13 06:10:14,2022-06-15 03:10:14,45,192,41,6
2020-02-21 02:40:03,2020-02-21 18:40:03,2020-05-11 18:40:03,2020-05-12 10:40:03,7,338,55,6
2020-10-05 14:49:14,2020-10-06 20:49:14,2020-12-04 20:49:14,2020-12-06 02:49:14,14,1221,47,5
2021-05-03 12:50:22,2021-05-04 00:50:22,2021-05-30 00:50:22,2021-05-30 12:50:22,25,1638,47,4
2020-01-25 07:46:34,2020-01-26 14:46:34,2020-02-02 14:46:34,2020-02-03 21:46:34,25,1215,47,2
2020-11-17 19:24:52,2020-11-18 18:24:52,2020-12-20 18:24:52,2020-12-21 17:24:52,7,1273,56,7
2020-08-11 23:51:04,2020-08-13 14:51:04,2020-10-27 14:51:04,2020-10-29 05:51:04,52,1589,47,5
2021-09-10 17:33:07,2021-09-11 04:33:07,2021-09-23 04:33:07,2021-09-23 15:33:07,7,309,48,2
2020-04-29 12:26:16,2020-04-30 19:26:16,2020-07-14 19:26:16,2020-07-16 02:26:16,3,1832,45,4
2021-04-09 21:51:05,2021-04-10 09:51:05,2021-06-17 09:51:05,2021-06-17 21:51:05,7,1880,47,11
2020-09-09 08:35:04,2020-09-11 01:35:04,2020-12-09 01:35:04,2020-12-10 18:35:04,14,1203,48,9
2022-05-26 01:53:09,2022-05-27 05:53:09,2022-06-23 05:53:09,2022-06-24 09:53:09,7,1283,49,6
2021-01-08 13:27:12,2021-01-10 12:27:12,2021-02-03 12:27:12,2021-02-05 11:27:12,78,1490,56,11
2022-05-30 07:57:19,2022-06-01 02:57:19,2022-08-19 02:57:19,2022-08-20 21:57:19,52,1325,56,4
2021-08-27 12:48:36,2021-08-28 00:48:36,2021-09-15 00:48:36,2021-09-15 12:48:36,3,1491,56,6
2022-04-19 17:37:42,2022-04-20 16:37:42,2022-04-25 16:37:42,2022-04-26 15:37:42,25,839,49,2
2021-05-30 07:47:06,2021-06-01 07:47:06,2021-06-02 07:47:06,2021-06-04 07:47:06,14,951,56,6
2021-08-19 06:49:27,2021-08-20 21:49:27,2021-10-24 21:49:27,2021-10-26 12:49:27,78,1971,49,6
2020-08-05 09:44:11,2020-08-05 18:44:11,2020-10-18 18:44:11,2020-10-19 03:44:11,7,1061,49,2
2020-05-01 19:59:47,2020-05-03 09:59:47,2020-05-12 09:59:47,2020-05-13 23:59:47,25,412,41,6
2022-02-16 22:54:39,2022-02-17 12:54:39,2022-04-25 12:54:39,2022-04-26 02:54:39,52,1301,49,4
2021-06-21 06:34:37,2021-06-22 23:34:37,2021-06-28 23:34:37,2021-06-30 16:34:37,78,1861,47,7
2020-03-24 09:56:54,2020-03-26 01:56:54,2020-05-12 01:56:54,2020-05-13 17:56:54,3,679,56,7
2020-05-31 17:59:25,2020-06-02 05:59:25,2020-07-31 05:59:25,2020-08-01 17:59:25,78,1784,48,11
2021-11-09 23:49:53,2021-11-10 22:49:53,2021-12-09 22:49:53,2021-12-10 21:49:53,7,916,49,7
2020-12-26 14:57:21,2020-12-27 03:57:21,2021-02-06 03:57:21,2021-02-06 16:57:21,3,1792,41,5
2020-04-28 02:09:57,2020-04-29 22:09:57,2020-05-06 22:09:57,2020-05-08 18:09:57,25,1506,56,5
2021-06-13 02:13:05,2021-06-13 16:13:05,2021-08-02 16:13:05,2021-08-03 06:13:05,45,1566,55,5
2021-09-08 06:09:42,2021-09-09 16:09:42,2021-11-01 16:09:42,2021-11-03 02:09:42,3,1884,55,7
2021-05-22 00:12:13,2021-05-23 10:12:13,2021-07-06 10:12:13,2021-07-07 20:12:13,52,783,56,4
2020-02-16 00:31:29,2020-02-16 12:31:29,2020-02-20 12:31:29,2020-02-21 00:31:29,52,175,49,5
2021-02-28 14:22:13,2021-03-01 14:22:13,2021-04-12 14:22:13,2021-04-13 14:22:13,52,143,41,9
2021-11-30 21:43:44,2021-12-02 11:43:44,2022-01-25 11:43:44,2022-01-27 01:43:44,7,1986,49,11
2022-02-01 03:01:22,2022-02-01 10:01:22,2022-04-18 10:01:22,2022-04-18 17:01:22,7,1893,56,6
2020-12-20 09:36:57,2020-12-21 07:36:57,2021-01-04 07:36:57,2021-01-05 05:36:57,14,461,47,6
2021-07-06 17:36:11,2021-07-07 00:36:11,2021-07-13 00:36:11,2021-07-13 07:36:11,78,879,41,11
2022-05-09 02:44:27,2022-05-10 13:44:27,2022-06-18 13:44:27,2022-06-20 00:44:27,25,248,48,6
2021-08-06 04:55:59,2021-08-06 13:55:59,2021-09-17 13:55:59,2021-09-17 22:55:59,78,404,49,2
2021-11-01 20:27:31,2021-11-03 19:27:31,2022-01-30 19:27:31,2022-02-01 18:27:31,3,1880,47,7
2020-10-15 12:48:32,2020-10-16 17:48:32,2020-12-19 17:48:32,2020-12-20 22:48:32,45,1472,45,6
2021-08-13 10:08:17,2021-08-14 11:08:17,2021-11-08 11:08:17,2021-11-09 12:08:17,78,704,56,9
2020-05-13 02:54:30,2020-05-13 20:54:30,2020-07-22 20:54:30,2020-07-23 14:54:30,45,1424,56,6
2021-04-03 20:32:43,2021-04-05 05:32:43,2021-06-25 05:32:43,2021-06-26 14:32:43,52,1311,48,5
2021-01-17 20:18:50,2021-01-18 08:18:50,2021-02-16 08:18:50,2021-02-16 20:18:50,25,1228,55,7
2020-04-24 04:31:41,2020-04-25 12:31:41,2020-06-19 12:31:41,2020-06-20 20:31:41,7,1932,49,2
2020-05-07 10:35:56,2020-05-08 23:35:56,2020-05-10 23:35:56,2020-05-12 12:35:56,25,390,55,7
2021-02-20 06:43:18,2021-02-21 15:43:18,2021-04-22 15:43:18,2021-04-24 00:43:18,14,885,45,2
2020-08-27 13:46:28,2020-08-29 01:46:28,2020-11-05 01:46:28,2020-11-06 13:46:28,52,132,55,4
2021-08-13 07:25:36,2021-08-14 15:25:36,2021-09-05 15:25:36,2021-09-06 23:25:36,7,1665,48,7
2020-08-27 15:51:34,2020-08-29 08:51:34,2020-10-17 08:51:34,2020-10-19 01:51:34,7,907,49,4
2021-08-28 06:09:37,2021-08-28 22:09:37,2021-09-06 22:09:37,2021-09-07 14:09:37,14,911,48,4
2021-05-06 22:37:13,2021-05-07 23:37:13,2021-08-03 23:37:13,2021-08-05 00:37:13,52,1203,45,6
2021-07-14 07:52:46,2021-07-15 03:52:46,2021-07-16 03:52:46,2021-07-16 23:52:46,52,1685,49,4
2020-06-14 12:30:23,2020-06-14 13:30:23,2020-08-27 13:30:23,2020-08-27 14:30:23,7,1573,47,6
2020-05-22 04:07:45,2020-05-22 15:07:45,2020-07-31 15:07:45,2020-08-01 02:07:45,25,851,48,11
2020-01-09 01:41:31,2020-01-10 09:41:31,2020-02-24 09:41:31,2020-02-25 17:41:31,3,643,47,4
2021-04-23 21:02:38,2021-04-24 05:02:38,2021-05-05 05:02:38,2021-05-05 13:02:38,78,1307,56,7
2021-11-21 20:57:18,2021-11-22 08:57:18,2021-12-21 08:57:18,2021-12-21 20:57:18,7,1301,55,7
2021-07-13 02:41:49,2021-07-13 15:41:49,2021-10-08 15:41:49,2021-10-09 04:41:49,3,1460,49,9
2021-02-23 01:37:20,2021-02-24 15:37:20,2021-02-28 15:37:20,2021-03-02 05:37:20,3,1560,55,2
2020-06-07 19:27:49,2020-06-08 11:27:49,2020-07-27 11:27:49,2020-07-28 03:27:49,14,1493,47,7
2020-07-24 20:13:10,2020-07-25 14:13:10,2020-09-21 14:13:10,2020-09-22 08:13:10,14,1486,55,7
2020-05-15 14:40:37,2020-05-17 11:40:37,2020-07-20 11:40:37,2020-07-22 08:40:37,3,1972,45,7
2020-10-18 02:28:20,2020-10-19 12:28:20,2020-12-01 12:28:20,2020-12-02 22:28:20,14,1079,56,7
2021-10-31 12:04:52,2021-11-01 20:04:52,2022-01-26 20:04:52,2022-01-28 04:04:52,7,1026,55,4
2021-11-28 06:06:19,2021-11-29 00:06:19,2022-02-26 00:06:19,2022-02-26 18:06:19,7,846,55,6
2022-05-15 05:54:26,2022-05-15 16:54:26,2022-07-06 16:54:26,2022-07-07 03:54:26,7,579,56,9
2022-05-11 18:12:23,2022-05-11 23:12:23,2022-07-12 23:12:23,2022-07-13 04:12:23,7,1061,45,6
2022-03-07 01:10:47,2022-03-07 11:10:47,2022-05-18 11:10:47,2022-05-18 21:10:47,14,1460,49,9
2021-09-25 20:59:23,2021-09-26 02:59:23,2021-10-06 02:59:23,2021-10-06 08:59:23,25,1490,56,7
2020-06-09 11:02:23,2020-06-09 13:02:23,2020-08-05 13:02:23,2020-08-05 15:02:23,25,1696,45,4
2020-02-10 19:06:54,2020-02-11 15:06:54,2020-02-19 15:06:54,2020-02-20 11:06:54,14,534,48,5
2020-05-19 05:13:58,2020-05-20 22:13:58,2020-07-16 22:13:58,2020-07-18 15:13:58,52,437,49,7
2021-07-03 18:52:52,2021-07-03 19:52:52,2021-09-10 19:52:52,2021-09-10 20:52:52,52,1615,49,9
2022-05-10 22:48:44,2022-05-12 19:48:44,2022-08-01 19:48:44,2022-08-03 16:48:44,3,1753,49,7
2020-05-24 13:41:14,2020-05-25 04:41:14,2020-06-08 04:41:14,2020-06-08 19:41:14,78,410,45,2
2021-05-18 23:38:22,2021-05-20 14:38:22,2021-05-29 14:38:22,2021-05-31 05:38:22,25,588,48,5
2021-08-21 10:42:39,2021-08-21 17:42:39,2021-10-15 17:42:39,2021-10-16 00:42:39,25,1848,45,11
2020-01-20 04:05:30,2020-01-20 17:05:30,2020-03-26 17:05:30,2020-03-27 06:05:30,14,1318,49,2
2021-03-29 08:51:29,2021-03-31 01:51:29,2021-05-11 01:51:29,2021-05-12 18:51:29,45,849,45,6
2021-10-04 19:57:28,2021-10-06 08:57:28,2021-12-06 08:57:28,2021-12-07 21:57:28,25,640,55,6
2021-08-25 10:12:56,2021-08-27 03:12:56,2021-11-14 03:12:56,2021-11-15 20:12:56,7,1972,55,2
2020-05-11 13:49:37,2020-05-13 04:49:37,2020-06-23 04:49:37,2020-06-24 19:49:37,3,1535,55,4
2022-05-19 05:02:04,2022-05-19 23:02:04,2022-06-04 23:02:04,2022-06-05 17:02:04,78,1873,41,5
2021-01-12 02:05:50,2021-01-13 02:05:50,2021-02-25 02:05:50,2021-02-26 02:05:50,14,1538,48,11
2022-06-07 12:13:50,2022-06-09 04:13:50,2022-07-13 04:13:50,2022-07-14 20:13:50,3,1552,41,4
2022-03-20 12:11:07,2022-03-21 20:11:07,2022-06-18 20:11:07,2022-06-20 04:11:07,78,1106,48,4
2020-09-20 10:30:35,2020-09-20 18:30:35,2020-10-24 18:30:35,2020-10-25 02:30:35,78,231,45,11
2021-08-14 10:43:08,2021-08-15 14:43:08,2021-10-05 14:43:08,2021-10-06 18:43:08,52,1617,48,11
2020-09-20 07:29:00,2020-09-21 16:29:00,2020-12-15 16:29:00,2020-12-17 01:29:00,25,1359,48,2
2020-08-03 16:19:58,2020-08-04 01:19:58,2020-09-18 01:19:58,2020-09-18 10:19:58,52,1384,48,7
2021-02-21 18:01:33,2021-02-22 17:01:33,2021-05-16 17:01:33,2021-05-17 16:01:33,25,1106,41,4
2021-04-12 18:59:15,2021-04-14 17:59:15,2021-05-18 17:59:15,2021-05-20 16:59:15,45,393,48,5
2021-02-20 22:55:51,2021-02-21 20:55:51,2021-04-26 20:55:51,2021-04-27 18:55:51,3,1423,49,7
2022-02-05 00:59:36,2022-02-06 05:59:36,2022-03-05 05:59:36,2022-03-06 10:59:36,7,1744,48,7
2020-08-14 16:50:41,2020-08-15 20:50:41,2020-09-14 20:50:41,2020-09-16 00:50:41,14,1491,49,5
2020-04-08 06:46:14,2020-04-08 15:46:14,2020-07-02 15:46:14,2020-07-03 00:46:14,78,352,41,11
2020-09-16 17:56:38,2020-09-18 00:56:38,2020-11-23 00:56:38,2020-11-24 07:56:38,3,1884,49,9
2021-11-06 05:54:22,2021-11-08 02:54:22,2021-12-17 02:54:22,2021-12-18 23:54:22,78,635,56,7
2021-03-04 16:36:16,2021-03-05 06:36:16,2021-03-27 06:36:16,2021-03-27 20:36:16,52,1113,48,5
2021-10-16 03:50:00,2021-10-17 08:50:00,2021-11-03 08:50:00,2021-11-04 13:50:00,14,487,45,11
2021-04-10 15:34:27,2021-04-11 19:34:27,2021-04-17 19:34:27,2021-04-18 23:34:27,14,1704,55,9
2022-01-22 05:27:07,2022-01-22 11:27:07,2022-03-29 11:27:07,2022-03-29 17:27:07,78,281,45,11
2020-04-29 11:50:11,2020-04-30 00:50:11,2020-05-04 00:50:11,2020-05-04 13:50:11,7,1685,49,9
2021-07-14 23:42:46,2021-07-15 14:42:46,2021-08-12 14:42:46,2021-08-13 05:42:46,45,492,45,9
2021-01-26 00:02:47,2021-01-26 11:02:47,2021-02-16 11:02:47,2021-02-16 22:02:47,25,959,49,9
2021-01-18 01:32:39,2021-01-19 01:32:39,2021-02-24 01:32:39,2021-02-25 01:32:39,3,1330,56,11
2022-02-09 04:51:17,2022-02-09 07:51:17,2022-04-28 07:51:17,2022-04-28 10:51:17,45,298,45,6
2020-10-30 18:33:59,2020-11-01 11:33:59,2021-01-12 11:33:59,2021-01-14 04:33:59,7,929,55,11
2021-12-12 06:19:09,2021-12-12 17:19:09,2022-02-17 17:19:09,2022-02-18 04:19:09,14,1488,56,11
2020-06-15 04:13:09,2020-06-15 11:13:09,2020-06-24 11:13:09,2020-06-24 18:13:09,52,1090,55,4
2020-07-29 11:24:57,2020-07-29 14:24:57,2020-10-20 14:24:57,2020-10-20 17:24:57,52,785,48,9
2021-04-18 06:28:25,2021-04-20 00:28:25,2021-04-27 00:28:25,2021-04-28 18:28:25,7,1045,49,6
2020-01-11 12:18:21,2020-01-12 08:18:21,2020-02-08 08:18:21,2020-02-09 04:18:21,3,797,45,4
2021-09-06 16:27:59,2021-09-07 11:27:59,2021-12-06 11:27:59,2021-12-07 06:27:59,7,1033,49,7
2021-05-31 01:57:20,2021-06-01 03:57:20,2021-07-12 03:57:20,2021-07-13 05:57:20,78,1924,47,7
2021-08-13 03:19:27,2021-08-15 02:19:27,2021-08-16 02:19:27,2021-08-18 01:19:27,14,558,48,4
2021-05-26 22:12:21,2021-05-27 22:12:21,2021-06-03 22:12:21,2021-06-04 22:12:21,14,1665,49,6
2021-11-14 20:42:01,2021-11-15 02:42:01,2021-12-20 02:42:01,2021-12-20 08:42:01,14,242,56,7
2021-06-03 23:52:16,2021-06-04 01:52:16,2021-06-23 01:52:16,2021-06-23 03:52:16,52,1916,47,11
2021-10-30 22:32:11,2021-10-31 19:32:11,2022-01-07 19:32:11,2022-01-08 16:32:11,78,1216,56,7
2020-07-30 11:05:18,2020-07-31 19:05:18,2020-10-19 19:05:18,2020-10-21 03:05:18,45,689,45,11
2021-04-11 17:02:22,2021-04-12 14:02:22,2021-06-13 14:02:22,2021-06-14 11:02:22,78,349,47,6
2021-05-13 03:15:49,2021-05-15 00:15:49,2021-05-26 00:15:49,2021-05-27 21:15:49,45,214,49,7
2020-11-08 00:17:11,2020-11-08 12:17:11,2020-12-31 12:17:11,2021-01-01 00:17:11,14,1330,47,11
2022-01-14 02:46:40,2022-01-14 10:46:40,2022-03-24 10:46:40,2022-03-24 18:46:40,78,1619,48,9
2021-05-03 01:36:07,2021-05-03 19:36:07,2021-06-20 19:36:07,2021-06-21 13:36:07,78,1552,49,9
2020-10-02 22:47:51,2020-10-04 06:47:51,2020-10-13 06:47:51,2020-10-14 14:47:51,52,959,41,9
2021-09-10 15:26:52,2021-09-12 12:26:52,2021-11-04 12:26:52,2021-11-06 09:26:52,45,1465,56,5
2021-05-10 18:18:53,2021-05-11 01:18:53,2021-06-13 01:18:53,2021-06-13 08:18:53,14,856,41,7
2021-03-28 17:58:29,2021-03-29 12:58:29,2021-04-09 12:58:29,2021-04-10 07:58:29,7,535,41,2
2022-02-01 18:04:46,2022-02-03 09:04:46,2022-03-09 09:04:46,2022-03-11 00:04:46,25,1801,45,6
2022-06-13 14:20:09,2022-06-14 09:20:09,2022-07-14 09:20:09,2022-07-15 04:20:09,14,1880,49,5
2021-01-11 14:13:59,2021-01-13 14:13:59,2021-01-27 14:13:59,2021-01-29 14:13:59,52,1046,49,11
2021-05-21 05:55:11,2021-05-21 21:55:11,2021-08-05 21:55:11,2021-08-06 13:55:11,7,1903,45,2
2021-08-07 04:21:29,2021-08-07 19:21:29,2021-10-28 19:21:29,2021-10-29 10:21:29,52,1325,56,11
2021-03-11 10:20:49,2021-03-13 00:20:49,2021-05-07 00:20:49,2021-05-08 14:20:49,45,1326,49,5
2021-09-02 09:41:01,2021-09-02 13:41:01,2021-09-14 13:41:01,2021-09-14 17:41:01,7,1552,56,6
2021-07-21 00:45:57,2021-07-22 22:45:57,2021-08-02 22:45:57,2021-08-04 20:45:57,45,1179,45,5
2020-06-25 22:02:45,2020-06-26 07:02:45,2020-08-28 07:02:45,2020-08-28 16:02:45,7,886,49,7
2022-05-25 21:52:15,2022-05-26 20:52:15,2022-08-15 20:52:15,2022-08-16 19:52:15,25,1684,48,7
2020-11-06 09:05:09,2020-11-08 01:05:09,2020-12-02 01:05:09,2020-12-03 17:05:09,7,1500,48,6
2022-04-27 14:31:37,2022-04-29 08:31:37,2022-06-27 08:31:37,2022-06-29 02:31:37,14,430,48,2
2020-10-06 12:10:22,2020-10-07 23:10:22,2021-01-01 23:10:22,2021-01-03 10:10:22,3,277,48,9
2022-05-04 13:11:00,2022-05-06 00:11:00,2022-05-13 00:11:00,2022-05-14 11:11:00,45,705,47,5
2020-02-11 19:30:19,2020-02-12 10:30:19,2020-04-08 10:30:19,2020-04-09 01:30:19,25,1588,47,5
2021-12-18 02:31:26,2021-12-18 03:31:26,2021-12-30 03:31:26,2021-12-30 04:31:26,45,1539,56,11
2020-11-21 16:15:32,2020-11-22 08:15:32,2021-02-06 08:15:32,2021-02-07 00:15:32,45,284,55,4
2021-11-12 02:47:08,2021-11-14 02:47:08,2022-01-28 02:47:08,2022-01-30 02:47:08,3,1946,47,11
2021-03-28 13:36:53,2021-03-29 02:36:53,2021-04-23 02:36:53,2021-04-23 15:36:53,52,1727,48,4
2020-04-17 10:25:20,2020-04-17 11:25:20,2020-05-09 11:25:20,2020-05-09 12:25:20,45,873,49,7
2021-09-27 13:54:15,2021-09-28 13:54:15,2021-12-17 13:54:15,2021-12-18 13:54:15,7,1995,41,9
2022-02-14 15:22:24,2022-02-16 02:22:24,2022-03-26 02:22:24,2022-03-27 13:22:24,78,630,47,6
2020-08-04 04:58:26,2020-08-04 06:58:26,2020-10-24 06:58:26,2020-10-24 08:58:26,45,1310,45,5
2021-04-15 10:25:10,2021-04-16 08:25:10,2021-05-15 08:25:10,2021-05-16 06:25:10,45,1046,41,5
2021-01-10 23:12:12,2021-01-11 09:12:12,2021-02-19 09:12:12,2021-02-19 19:12:12,52,1049,55,9
2021-01-27 12:39:22,2021-01-28 12:39:22,2021-04-15 12:39:22,2021-04-16 12:39:22,78,817,49,2
2020-08-27 10:52:35,2020-08-29 03:52:35,2020-09-27 03:52:35,2020-09-28 20:52:35,3,338,41,2
2021-10-19 07:21:13,2021-10-21 05:21:13,2022-01-13 05:21:13,2022-01-15 03:21:13,7,1343,56,5
2021-08-08 15:14:12,2021-08-10 04:14:12,2021-11-02 04:14:12,2021-11-03 17:14:12,45,1359,56,4
2020-04-24 21:37:13,2020-04-26 12:37:13,2020-07-03 12:37:13,2020-07-05 03:37:13,3,1165,48,6
2021-11-28 14:25:15,2021-11-29 14:25:15,2022-01-17 14:25:15,2022-01-18 14:25:15,7,1964,56,6
2022-01-14 11:09:53,2022-01-15 18:09:53,2022-03-07 18:09:53,2022-03-09 01:09:53,78,584,55,5
2021-09-14 15:05:50,2021-09-15 17:05:50,2021-12-05 17:05:50,2021-12-06 19:05:50,52,1063,41,4
2022-04-10 02:39:39,2022-04-10 07:39:39,2022-04-18 07:39:39,2022-04-18 12:39:39,3,981,45,5
2022-02-25 23:53:18,2022-02-26 01:53:18,2022-04-06 01:53:18,2022-04-06 03:53:18,3,140,47,7
2021-10-11 19:22:49,2021-10-12 14:22:49,2021-12-13 14:22:49,2021-12-14 09:22:49,45,1049,45,2
2022-04-24 12:33:45,2022-04-24 19:33:45,2022-07-11 19:33:45,2022-07-12 02:33:45,14,192,47,11
2020-02-27 02:42:17,2020-02-27 09:42:17,2020-05-19 09:42:17,2020-05-19 16:42:17,14,584,56,2
2021-07-12 12:13:52,2021-07-13 16:13:52,2021-10-03 16:13:52,2021-10-04 20:13:52,7,509,55,5
2022-04-14 01:18:22,2022-04-14 08:18:22,2022-04-27 08:18:22,2022-04-27 15:18:22,7,851,41,2
2020-05-12 00:21:23,2020-05-13 04:21:23,2020-07-28 04:21:23,2020-07-29 08:21:23,14,916,49,11
2020-06-18 21:35:16,2020-06-20 08:35:16,2020-09-10 08:35:16,2020-09-11 19:35:16,78,909,49,9
2021-01-20 14:43:17,2021-01-20 19:43:17,2021-04-05 19:43:17,2021-04-06 00:43:17,25,1685,48,5
2021-07-05 11:41:18,2021-07-07 03:41:18,2021-09-27 03:41:18,2021-09-28 19:41:18,52,776,47,4
2020-09-15 09:32:55,2020-09-16 12:32:55,2020-09-25 12:32:55,2020-09-26 15:32:55,45,1861,55,4
2020-03-09 19:30:02,2020-03-09 20:30:02,2020-04-18 20:30:02,2020-04-18 21:30:02,3,1189,47,4
2022-05-24 22:22:28,2022-05-25 09:22:28,2022-05-30 09:22:28,2022-05-30 20:22:28,14,679,45,11
2021-09-12 18:49:46,2021-09-13 07:49:46,2021-10-06 07:49:46,2021-10-06 20:49:46,52,1517,41,11
2021-05-30 02:49:16,2021-05-31 03:49:16,2021-07-24 03:49:16,2021-07-25 04:49:16,25,725,41,7
2021-10-30 16:32:46,2021-11-01 16:32:46,2021-11-12 16:32:46,2021-11-14 16:32:46,52,1901,48,5
2020-06-13 13:53:58,2020-06-13 15:53:58,2020-08-17 15:53:58,2020-08-17 17:53:58,45,1126,41,6
2020-01-17 09:14:59,2020-01-19 02:14:59,2020-01-30 02:14:59,2020-01-31 19:14:59,3,1310,49,2
2020-06-02 04:19:09,2020-06-03 01:19:09,2020-07-12 01:19:09,2020-07-12 22:19:09,52,1960,55,6
2021-02-05 22:27:57,2021-02-06 05:27:57,2021-04-19 05:27:57,2021-04-19 12:27:57,45,926,56,7
2020-12-10 20:48:01,2020-12-12 00:48:01,2021-02-25 00:48:01,2021-02-26 04:48:01,7,1945,45,4
2022-03-04 07:23:25,2022-03-05 23:23:25,2022-05-02 23:23:25,2022-05-04 15:23:25,25,1517,49,9
2022-03-16 22:10:58,2022-03-17 23:10:58,2022-03-18 23:10:58,2022-03-20 00:10:58,7,1441,47,6
2022-05-16 19:30:09,2022-05-17 08:30:09,2022-07-13 08:30:09,2022-07-13 21:30:09,7,1538,41,2
2022-06-12 14:19:49,2022-06-13 22:19:49,2022-06-18 22:19:49,2022-06-20 06:19:49,45,817,55,11
2020-12-09 08:39:38,2020-12-10 15:39:38,2020-12-29 15:39:38,2020-12-30 22:39:38,45,704,55,11
2021-11-23 11:49:45,2021-11-25 01:49:45,2022-01-19 01:49:45,2022-01-20 15:49:45,14,1460,55,2
2021-08-04 04:11:19,2021-08-04 19:11:19,2021-08-13 19:11:19,2021-08-14 10:11:19,52,1681,47,4
2021-08-30 14:32:20,2021-08-30 19:32:20,2021-11-19 19:32:20,2021-11-20 00:32:20,78,1845,49,7
2021-12-20 08:14:52,2021-12-20 17:14:52,2022-03-03 17:14:52,2022-03-04 02:14:52,3,1684,45,2
2022-02-16 10:43:01,2022-02-17 20:43:01,2022-04-06 20:43:01,2022-04-08 06:43:01,14,1468,56,6
2020-08-22 04:10:43,2020-08-23 03:10:43,2020-09-02 03:10:43,2020-09-03 02:10:43,14,393,47,5
2021-06-19 21:18:59,2021-06-21 14:18:59,2021-07-30 14:18:59,2021-08-01 07:18:59,25,570,45,6
2020-02-08 03:45:44,2020-02-08 15:45:44,2020-04-07 15:45:44,2020-04-08 03:45:44,14,371,45,9
2022-01-19 23:00:39,2022-01-21 13:00:39,2022-03-31 13:00:39,2022-04-02 03:00:39,14,640,41,4
2020-06-11 09:52:58,2020-06-13 05:52:58,2020-07-21 05:52:58,2020-07-23 01:52:58,14,1500,41,4
2021-04-03 22:30:42,2021-04-04 13:30:42,2021-06-15 13:30:42,2021-06-16 04:30:42,14,295,47,7
2021-10-08 04:41:17,2021-10-10 02:41:17,2022-01-03 02:41:17,2022-01-05 00:41:17,45,439,41,5
2020-05-13 08:53:57,2020-05-13 15:53:57,2020-06-15 15:53:57,2020-06-15 22:53:57,14,704,55,6
2020-06-29 07:22:43,2020-06-30 01:22:43,2020-07-30 01:22:43,2020-07-30 19:22:43,45,987,47,9
2020-08-08 02:02:01,2020-08-09 21:02:01,2020-09-19 21:02:01,2020-09-21 16:02:01,25,929,56,7
2021-06-25 02:38:01,2021-06-25 06:38:01,2021-09-22 06:38:01,2021-09-22 10:38:01,14,764,41,9
2021-04-29 12:06:54,2021-04-29 18:06:54,2021-07-08 18:06:54,2021-07-09 00:06:54,78,1090,48,6
2021-06-16 22:27:11,2021-06-17 02:27:11,2021-07-21 02:27:11,2021-07-21 06:27:11,14,959,49,6
2021-12-08 08:01:52,2021-12-08 23:01:52,2021-12-18 23:01:52,2021-12-19 14:01:52,52,725,49,11
2020-11-17 08:34:23,2020-11-17 16:34:23,2020-11-28 16:34:23,2020-11-29 00:34:23,3,277,48,4
2022-03-20 12:34:09,2022-03-21 08:34:09,2022-05-15 08:34:09,2022-05-16 04:34:09,52,950,56,11
2022-01-20 04:47:11,2022-01-21 18:47:11,2022-02-26 18:47:11,2022-02-28 08:47:11,78,231,48,6
2021-06-25 01:34:35,2021-06-26 05:34:35,2021-08-26 05:34:35,2021-08-27 09:34:35,45,725,41,5
2022-01-09 16:37:34,2022-01-10 02:37:34,2022-03-08 02:37:34,2022-03-08 12:37:34,78,352,56,6
2020-05-31 15:39:02,2020-06-01 12:39:02,2020-06-25 12:39:02,2020-06-26 09:39:02,25,1253,47,5
2021-11-11 16:00:37,2021-11-13 03:00:37,2021-11-16 03:00:37,2021-11-17 14:00:37,52,873,48,6
